id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,kondisi_korban,jumlah_korban,satuan,tahun
285,32,JAWA BARAT,3203,KABUPATEN CIANJUR,MENGUNGSI,1561,JIWA,2014
286,32,JAWA BARAT,3204,KABUPATEN BANDUNG,MENDERITA,44168,JIWA,2014
287,32,JAWA BARAT,3204,KABUPATEN BANDUNG,HILANG,0,JIWA,2014
288,32,JAWA BARAT,3204,KABUPATEN BANDUNG,MENINGGAL DUNIA,1,JIWA,2014
289,32,JAWA BARAT,3204,KABUPATEN BANDUNG,LUKA-LUKA,2,JIWA,2014
290,32,JAWA BARAT,3204,KABUPATEN BANDUNG,MENGUNGSI,10456,JIWA,2014
291,32,JAWA BARAT,3205,KABUPATEN GARUT,MENDERITA,5453,JIWA,2014
292,32,JAWA BARAT,3205,KABUPATEN GARUT,HILANG,0,JIWA,2014
293,32,JAWA BARAT,3205,KABUPATEN GARUT,MENINGGAL DUNIA,2,JIWA,2014
294,32,JAWA BARAT,3205,KABUPATEN GARUT,LUKA-LUKA,9,JIWA,2014
295,32,JAWA BARAT,3205,KABUPATEN GARUT,MENGUNGSI,1254,JIWA,2014
296,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MENDERITA,534,JIWA,2014
297,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,HILANG,0,JIWA,2014
298,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MENINGGAL DUNIA,9,JIWA,2014
299,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,LUKA-LUKA,36,JIWA,2014
300,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MENGUNGSI,0,JIWA,2014
301,32,JAWA BARAT,3207,KABUPATEN CIAMIS,MENDERITA,170,JIWA,2014
302,32,JAWA BARAT,3207,KABUPATEN CIAMIS,HILANG,0,JIWA,2014
303,32,JAWA BARAT,3207,KABUPATEN CIAMIS,MENINGGAL DUNIA,1,JIWA,2014
304,32,JAWA BARAT,3207,KABUPATEN CIAMIS,LUKA-LUKA,13,JIWA,2014
305,32,JAWA BARAT,3207,KABUPATEN CIAMIS,MENGUNGSI,8,JIWA,2014
306,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MENDERITA,23,JIWA,2014
307,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,HILANG,0,JIWA,2014
308,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MENINGGAL DUNIA,2,JIWA,2014
309,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,LUKA-LUKA,3,JIWA,2014
310,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MENGUNGSI,158,JIWA,2014
311,32,JAWA BARAT,3209,KABUPATEN CIREBON,MENDERITA,10801,JIWA,2014
312,32,JAWA BARAT,3209,KABUPATEN CIREBON,HILANG,0,JIWA,2014
313,32,JAWA BARAT,3209,KABUPATEN CIREBON,MENINGGAL DUNIA,1,JIWA,2014
314,32,JAWA BARAT,3209,KABUPATEN CIREBON,LUKA-LUKA,8,JIWA,2014
315,32,JAWA BARAT,3209,KABUPATEN CIREBON,MENGUNGSI,187,JIWA,2014
316,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MENDERITA,16,JIWA,2014
317,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,HILANG,0,JIWA,2014
318,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MENINGGAL DUNIA,1,JIWA,2014
319,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LUKA-LUKA,2,JIWA,2014
320,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MENGUNGSI,0,JIWA,2014
321,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MENDERITA,0,JIWA,2014
322,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,HILANG,0,JIWA,2014
323,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MENINGGAL DUNIA,0,JIWA,2014
324,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,LUKA-LUKA,5,JIWA,2014
325,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MENGUNGSI,0,JIWA,2014
326,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MENDERITA,0,JIWA,2014
327,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,HILANG,0,JIWA,2014
328,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MENINGGAL DUNIA,0,JIWA,2014
329,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LUKA-LUKA,0,JIWA,2014
330,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MENGUNGSI,0,JIWA,2014
331,32,JAWA BARAT,3213,KABUPATEN SUBANG,MENDERITA,59515,JIWA,2014
332,32,JAWA BARAT,3213,KABUPATEN SUBANG,HILANG,0,JIWA,2014
333,32,JAWA BARAT,3213,KABUPATEN SUBANG,MENINGGAL DUNIA,0,JIWA,2014
334,32,JAWA BARAT,3213,KABUPATEN SUBANG,LUKA-LUKA,0,JIWA,2014
335,32,JAWA BARAT,3213,KABUPATEN SUBANG,MENGUNGSI,0,JIWA,2014
336,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MENDERITA,0,JIWA,2014
337,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,HILANG,0,JIWA,2014
338,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MENINGGAL DUNIA,1,JIWA,2014
339,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LUKA-LUKA,0,JIWA,2014
340,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MENGUNGSI,0,JIWA,2014
341,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MENDERITA,586,JIWA,2014
342,32,JAWA BARAT,3215,KABUPATEN KARAWANG,HILANG,0,JIWA,2014
343,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MENINGGAL DUNIA,0,JIWA,2014
344,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LUKA-LUKA,0,JIWA,2014
345,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MENGUNGSI,0,JIWA,2014
346,32,JAWA BARAT,3216,KABUPATEN BEKASI,MENDERITA,0,JIWA,2014
347,32,JAWA BARAT,3216,KABUPATEN BEKASI,HILANG,0,JIWA,2014
348,32,JAWA BARAT,3216,KABUPATEN BEKASI,MENINGGAL DUNIA,0,JIWA,2014
349,32,JAWA BARAT,3216,KABUPATEN BEKASI,LUKA-LUKA,0,JIWA,2014
350,32,JAWA BARAT,3216,KABUPATEN BEKASI,MENGUNGSI,0,JIWA,2014
351,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MENDERITA,122,JIWA,2014
352,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,HILANG,0,JIWA,2014
353,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MENINGGAL DUNIA,3,JIWA,2014
354,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LUKA-LUKA,10,JIWA,2014
355,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MENGUNGSI,31,JIWA,2014
356,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MENDERITA,1636,JIWA,2014
357,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,HILANG,0,JIWA,2014
358,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MENINGGAL DUNIA,0,JIWA,2014
359,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LUKA-LUKA,0,JIWA,2014
360,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MENGUNGSI,0,JIWA,2014
361,32,JAWA BARAT,3271,KOTA BOGOR,MENDERITA,331,JIWA,2014
362,32,JAWA BARAT,3271,KOTA BOGOR,HILANG,0,JIWA,2014
363,32,JAWA BARAT,3271,KOTA BOGOR,MENINGGAL DUNIA,2,JIWA,2014
364,32,JAWA BARAT,3271,KOTA BOGOR,LUKA-LUKA,3,JIWA,2014
365,32,JAWA BARAT,3271,KOTA BOGOR,MENGUNGSI,12,JIWA,2014
366,32,JAWA BARAT,3272,KOTA SUKABUMI,MENDERITA,4,JIWA,2014
367,32,JAWA BARAT,3272,KOTA SUKABUMI,HILANG,0,JIWA,2014
368,32,JAWA BARAT,3272,KOTA SUKABUMI,MENINGGAL DUNIA,0,JIWA,2014
369,32,JAWA BARAT,3272,KOTA SUKABUMI,LUKA-LUKA,0,JIWA,2014
370,32,JAWA BARAT,3272,KOTA SUKABUMI,MENGUNGSI,0,JIWA,2014
371,32,JAWA BARAT,3273,KOTA BANDUNG,MENDERITA,250,JIWA,2014
372,32,JAWA BARAT,3273,KOTA BANDUNG,HILANG,0,JIWA,2014
373,32,JAWA BARAT,3273,KOTA BANDUNG,MENINGGAL DUNIA,1,JIWA,2014
374,32,JAWA BARAT,3273,KOTA BANDUNG,LUKA-LUKA,10,JIWA,2014
375,32,JAWA BARAT,3273,KOTA BANDUNG,MENGUNGSI,247,JIWA,2014
376,32,JAWA BARAT,3274,KOTA CIREBON,MENDERITA,7,JIWA,2014
377,32,JAWA BARAT,3274,KOTA CIREBON,HILANG,0,JIWA,2014
378,32,JAWA BARAT,3274,KOTA CIREBON,MENINGGAL DUNIA,1,JIWA,2014
379,32,JAWA BARAT,3274,KOTA CIREBON,LUKA-LUKA,1,JIWA,2014
380,32,JAWA BARAT,3274,KOTA CIREBON,MENGUNGSI,0,JIWA,2014
381,32,JAWA BARAT,3275,KOTA BEKASI,MENDERITA,0,JIWA,2014
382,32,JAWA BARAT,3275,KOTA BEKASI,HILANG,0,JIWA,2014
383,32,JAWA BARAT,3275,KOTA BEKASI,MENINGGAL DUNIA,0,JIWA,2014
384,32,JAWA BARAT,3275,KOTA BEKASI,LUKA-LUKA,0,JIWA,2014
385,32,JAWA BARAT,3275,KOTA BEKASI,MENGUNGSI,0,JIWA,2014
386,32,JAWA BARAT,3276,KOTA DEPOK,MENDERITA,0,JIWA,2014
387,32,JAWA BARAT,3276,KOTA DEPOK,HILANG,0,JIWA,2014
388,32,JAWA BARAT,3276,KOTA DEPOK,MENINGGAL DUNIA,0,JIWA,2014
389,32,JAWA BARAT,3276,KOTA DEPOK,LUKA-LUKA,0,JIWA,2014
390,32,JAWA BARAT,3276,KOTA DEPOK,MENGUNGSI,0,JIWA,2014
391,32,JAWA BARAT,3277,KOTA CIMAHI,MENDERITA,0,JIWA,2014
392,32,JAWA BARAT,3277,KOTA CIMAHI,HILANG,0,JIWA,2014
393,32,JAWA BARAT,3277,KOTA CIMAHI,MENINGGAL DUNIA,0,JIWA,2014
394,32,JAWA BARAT,3277,KOTA CIMAHI,LUKA-LUKA,0,JIWA,2014
395,32,JAWA BARAT,3277,KOTA CIMAHI,MENGUNGSI,0,JIWA,2014
396,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MENDERITA,0,JIWA,2014
397,32,JAWA BARAT,3278,KOTA TASIKMALAYA,HILANG,0,JIWA,2014
398,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MENINGGAL DUNIA,0,JIWA,2014
399,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LUKA-LUKA,0,JIWA,2014
400,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MENGUNGSI,0,JIWA,2014
401,32,JAWA BARAT,3279,KOTA BANJAR,MENDERITA,8,JIWA,2014
402,32,JAWA BARAT,3279,KOTA BANJAR,HILANG,0,JIWA,2014
403,32,JAWA BARAT,3279,KOTA BANJAR,MENINGGAL DUNIA,0,JIWA,2014
404,32,JAWA BARAT,3279,KOTA BANJAR,LUKA-LUKA,3,JIWA,2014
405,32,JAWA BARAT,3279,KOTA BANJAR,MENGUNGSI,0,JIWA,2014
406,32,JAWA BARAT,3201,KABUPATEN BOGOR,MENDERITA,1207,JIWA,2015
407,32,JAWA BARAT,3201,KABUPATEN BOGOR,HILANG,0,JIWA,2015
408,32,JAWA BARAT,3201,KABUPATEN BOGOR,MENINGGAL DUNIA,0,JIWA,2015
409,32,JAWA BARAT,3201,KABUPATEN BOGOR,LUKA-LUKA,7,JIWA,2015
410,32,JAWA BARAT,3201,KABUPATEN BOGOR,MENGUNGSI,71,JIWA,2015
411,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MENDERITA,1366,JIWA,2015
412,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,HILANG,4,JIWA,2015
413,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MENINGGAL DUNIA,13,JIWA,2015
414,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,LUKA-LUKA,6,JIWA,2015
415,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MENGUNGSI,266,JIWA,2015
416,32,JAWA BARAT,3203,KABUPATEN CIANJUR,MENDERITA,288,JIWA,2015
417,32,JAWA BARAT,3203,KABUPATEN CIANJUR,HILANG,0,JIWA,2015
418,32,JAWA BARAT,3203,KABUPATEN CIANJUR,MENINGGAL DUNIA,7,JIWA,2015
419,32,JAWA BARAT,3203,KABUPATEN CIANJUR,LUKA-LUKA,15,JIWA,2015
420,32,JAWA BARAT,3203,KABUPATEN CIANJUR,MENGUNGSI,218,JIWA,2015
421,32,JAWA BARAT,3204,KABUPATEN BANDUNG,MENDERITA,7488,JIWA,2015
422,32,JAWA BARAT,3204,KABUPATEN BANDUNG,HILANG,2,JIWA,2015
423,32,JAWA BARAT,3204,KABUPATEN BANDUNG,MENINGGAL DUNIA,9,JIWA,2015
424,32,JAWA BARAT,3204,KABUPATEN BANDUNG,LUKA-LUKA,13,JIWA,2015
425,32,JAWA BARAT,3204,KABUPATEN BANDUNG,MENGUNGSI,8128,JIWA,2015
426,32,JAWA BARAT,3205,KABUPATEN GARUT,MENDERITA,194,JIWA,2015
427,32,JAWA BARAT,3205,KABUPATEN GARUT,HILANG,0,JIWA,2015
428,32,JAWA BARAT,3205,KABUPATEN GARUT,MENINGGAL DUNIA,1,JIWA,2015
429,32,JAWA BARAT,3205,KABUPATEN GARUT,LUKA-LUKA,0,JIWA,2015
430,32,JAWA BARAT,3205,KABUPATEN GARUT,MENGUNGSI,2,JIWA,2015
431,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MENDERITA,386,JIWA,2015
432,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,HILANG,0,JIWA,2015
433,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MENINGGAL DUNIA,2,JIWA,2015
434,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,LUKA-LUKA,2,JIWA,2015
435,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MENGUNGSI,67,JIWA,2015
436,32,JAWA BARAT,3207,KABUPATEN CIAMIS,MENDERITA,908,JIWA,2015
437,32,JAWA BARAT,3207,KABUPATEN CIAMIS,HILANG,0,JIWA,2015
438,32,JAWA BARAT,3207,KABUPATEN CIAMIS,MENINGGAL DUNIA,1,JIWA,2015
439,32,JAWA BARAT,3207,KABUPATEN CIAMIS,LUKA-LUKA,0,JIWA,2015
440,32,JAWA BARAT,3207,KABUPATEN CIAMIS,MENGUNGSI,0,JIWA,2015
441,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MENDERITA,114,JIWA,2015
442,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,HILANG,0,JIWA,2015
443,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MENINGGAL DUNIA,2,JIWA,2015
444,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,LUKA-LUKA,0,JIWA,2015
445,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MENGUNGSI,19,JIWA,2015
446,32,JAWA BARAT,3209,KABUPATEN CIREBON,MENDERITA,0,JIWA,2015
447,32,JAWA BARAT,3209,KABUPATEN CIREBON,HILANG,0,JIWA,2015
448,32,JAWA BARAT,3209,KABUPATEN CIREBON,MENINGGAL DUNIA,6,JIWA,2015
449,32,JAWA BARAT,3209,KABUPATEN CIREBON,LUKA-LUKA,0,JIWA,2015
450,32,JAWA BARAT,3209,KABUPATEN CIREBON,MENGUNGSI,0,JIWA,2015
451,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MENDERITA,10,JIWA,2015
452,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,HILANG,1,JIWA,2015
453,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MENINGGAL DUNIA,4,JIWA,2015
454,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LUKA-LUKA,1,JIWA,2015
455,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MENGUNGSI,4,JIWA,2015
456,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MENDERITA,55,JIWA,2015
457,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,HILANG,0,JIWA,2015
458,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MENINGGAL DUNIA,0,JIWA,2015
459,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,LUKA-LUKA,6,JIWA,2015
460,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MENGUNGSI,52,JIWA,2015
461,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MENDERITA,5714,JIWA,2015
462,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,HILANG,0,JIWA,2015
463,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MENINGGAL DUNIA,0,JIWA,2015
464,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LUKA-LUKA,10,JIWA,2015
465,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MENGUNGSI,6099,JIWA,2015
466,32,JAWA BARAT,3213,KABUPATEN SUBANG,MENDERITA,0,JIWA,2015
467,32,JAWA BARAT,3213,KABUPATEN SUBANG,HILANG,0,JIWA,2015
468,32,JAWA BARAT,3213,KABUPATEN SUBANG,MENINGGAL DUNIA,0,JIWA,2015
469,32,JAWA BARAT,3213,KABUPATEN SUBANG,LUKA-LUKA,0,JIWA,2015
470,32,JAWA BARAT,3213,KABUPATEN SUBANG,MENGUNGSI,0,JIWA,2015
471,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MENDERITA,0,JIWA,2015
472,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,HILANG,0,JIWA,2015
473,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MENINGGAL DUNIA,2,JIWA,2015
474,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LUKA-LUKA,1,JIWA,2015
475,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MENGUNGSI,0,JIWA,2015
476,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MENDERITA,0,JIWA,2015
477,32,JAWA BARAT,3215,KABUPATEN KARAWANG,HILANG,0,JIWA,2015
478,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MENINGGAL DUNIA,0,JIWA,2015
479,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LUKA-LUKA,0,JIWA,2015
480,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MENGUNGSI,0,JIWA,2015
481,32,JAWA BARAT,3216,KABUPATEN BEKASI,MENDERITA,0,JIWA,2015
482,32,JAWA BARAT,3216,KABUPATEN BEKASI,HILANG,0,JIWA,2015
483,32,JAWA BARAT,3216,KABUPATEN BEKASI,MENINGGAL DUNIA,0,JIWA,2015
484,32,JAWA BARAT,3216,KABUPATEN BEKASI,LUKA-LUKA,0,JIWA,2015
485,32,JAWA BARAT,3216,KABUPATEN BEKASI,MENGUNGSI,0,JIWA,2015
486,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MENDERITA,0,JIWA,2015
487,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,HILANG,0,JIWA,2015
488,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MENINGGAL DUNIA,3,JIWA,2015
489,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LUKA-LUKA,12,JIWA,2015
490,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MENGUNGSI,0,JIWA,2015
491,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MENDERITA,11,JIWA,2015
492,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,HILANG,0,JIWA,2015
493,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MENINGGAL DUNIA,0,JIWA,2015
494,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LUKA-LUKA,0,JIWA,2015
495,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MENGUNGSI,0,JIWA,2015
496,32,JAWA BARAT,3271,KOTA BOGOR,MENDERITA,7,JIWA,2015
497,32,JAWA BARAT,3271,KOTA BOGOR,HILANG,0,JIWA,2015
498,32,JAWA BARAT,3271,KOTA BOGOR,MENINGGAL DUNIA,4,JIWA,2015
499,32,JAWA BARAT,3271,KOTA BOGOR,LUKA-LUKA,25,JIWA,2015
500,32,JAWA BARAT,3271,KOTA BOGOR,MENGUNGSI,0,JIWA,2015
501,32,JAWA BARAT,3272,KOTA SUKABUMI,MENDERITA,0,JIWA,2015
502,32,JAWA BARAT,3272,KOTA SUKABUMI,HILANG,0,JIWA,2015
503,32,JAWA BARAT,3272,KOTA SUKABUMI,MENINGGAL DUNIA,0,JIWA,2015
504,32,JAWA BARAT,3272,KOTA SUKABUMI,LUKA-LUKA,0,JIWA,2015
505,32,JAWA BARAT,3272,KOTA SUKABUMI,MENGUNGSI,0,JIWA,2015
506,32,JAWA BARAT,3273,KOTA BANDUNG,MENDERITA,384,JIWA,2015
507,32,JAWA BARAT,3273,KOTA BANDUNG,HILANG,0,JIWA,2015
508,32,JAWA BARAT,3273,KOTA BANDUNG,MENINGGAL DUNIA,2,JIWA,2015
509,32,JAWA BARAT,3273,KOTA BANDUNG,LUKA-LUKA,7,JIWA,2015
510,32,JAWA BARAT,3273,KOTA BANDUNG,MENGUNGSI,0,JIWA,2015
511,32,JAWA BARAT,3274,KOTA CIREBON,MENDERITA,4,JIWA,2015
512,32,JAWA BARAT,3274,KOTA CIREBON,HILANG,0,JIWA,2015
513,32,JAWA BARAT,3274,KOTA CIREBON,MENINGGAL DUNIA,0,JIWA,2015
514,32,JAWA BARAT,3274,KOTA CIREBON,LUKA-LUKA,0,JIWA,2015
515,32,JAWA BARAT,3274,KOTA CIREBON,MENGUNGSI,4,JIWA,2015
516,32,JAWA BARAT,3275,KOTA BEKASI,MENDERITA,0,JIWA,2015
517,32,JAWA BARAT,3275,KOTA BEKASI,HILANG,0,JIWA,2015
518,32,JAWA BARAT,3275,KOTA BEKASI,MENINGGAL DUNIA,0,JIWA,2015
519,32,JAWA BARAT,3275,KOTA BEKASI,LUKA-LUKA,0,JIWA,2015
520,32,JAWA BARAT,3275,KOTA BEKASI,MENGUNGSI,0,JIWA,2015
521,32,JAWA BARAT,3276,KOTA DEPOK,MENDERITA,0,JIWA,2015
522,32,JAWA BARAT,3276,KOTA DEPOK,HILANG,0,JIWA,2015
523,32,JAWA BARAT,3276,KOTA DEPOK,MENINGGAL DUNIA,0,JIWA,2015
524,32,JAWA BARAT,3276,KOTA DEPOK,LUKA-LUKA,0,JIWA,2015
525,32,JAWA BARAT,3276,KOTA DEPOK,MENGUNGSI,0,JIWA,2015
526,32,JAWA BARAT,3277,KOTA CIMAHI,MENDERITA,0,JIWA,2015
527,32,JAWA BARAT,3277,KOTA CIMAHI,HILANG,0,JIWA,2015
528,32,JAWA BARAT,3277,KOTA CIMAHI,MENINGGAL DUNIA,0,JIWA,2015
529,32,JAWA BARAT,3277,KOTA CIMAHI,LUKA-LUKA,0,JIWA,2015
530,32,JAWA BARAT,3277,KOTA CIMAHI,MENGUNGSI,0,JIWA,2015
531,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MENDERITA,127,JIWA,2015
532,32,JAWA BARAT,3278,KOTA TASIKMALAYA,HILANG,0,JIWA,2015
533,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MENINGGAL DUNIA,0,JIWA,2015
534,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LUKA-LUKA,0,JIWA,2015
535,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MENGUNGSI,0,JIWA,2015
536,32,JAWA BARAT,3279,KOTA BANJAR,MENDERITA,0,JIWA,2015
537,32,JAWA BARAT,3279,KOTA BANJAR,HILANG,0,JIWA,2015
538,32,JAWA BARAT,3279,KOTA BANJAR,MENINGGAL DUNIA,1,JIWA,2015
539,32,JAWA BARAT,3279,KOTA BANJAR,LUKA-LUKA,0,JIWA,2015
540,32,JAWA BARAT,3279,KOTA BANJAR,MENGUNGSI,0,JIWA,2015
541,32,JAWA BARAT,3201,KABUPATEN BOGOR,MENDERITA,7623,JIWA,2016
542,32,JAWA BARAT,3201,KABUPATEN BOGOR,HILANG,0,JIWA,2016
543,32,JAWA BARAT,3201,KABUPATEN BOGOR,MENINGGAL DUNIA,0,JIWA,2016
544,32,JAWA BARAT,3201,KABUPATEN BOGOR,LUKA-LUKA,14,JIWA,2016
545,32,JAWA BARAT,3201,KABUPATEN BOGOR,MENGUNGSI,495,JIWA,2016
546,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MENDERITA,3968,JIWA,2016
547,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,HILANG,2,JIWA,2016
548,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MENINGGAL DUNIA,7,JIWA,2016
549,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,LUKA-LUKA,5,JIWA,2016
550,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MENGUNGSI,1115,JIWA,2016
551,32,JAWA BARAT,3203,KABUPATEN CIANJUR,MENDERITA,977,JIWA,2016
552,32,JAWA BARAT,3203,KABUPATEN CIANJUR,HILANG,0,JIWA,2016
553,32,JAWA BARAT,3203,KABUPATEN CIANJUR,MENINGGAL DUNIA,8,JIWA,2016
554,32,JAWA BARAT,3203,KABUPATEN CIANJUR,LUKA-LUKA,7,JIWA,2016
555,32,JAWA BARAT,3203,KABUPATEN CIANJUR,MENGUNGSI,21,JIWA,2016
556,32,JAWA BARAT,3204,KABUPATEN BANDUNG,MENDERITA,16159,JIWA,2016
557,32,JAWA BARAT,3204,KABUPATEN BANDUNG,HILANG,2,JIWA,2016
558,32,JAWA BARAT,3204,KABUPATEN BANDUNG,MENINGGAL DUNIA,10,JIWA,2016
559,32,JAWA BARAT,3204,KABUPATEN BANDUNG,LUKA-LUKA,8,JIWA,2016
560,32,JAWA BARAT,3204,KABUPATEN BANDUNG,MENGUNGSI,12739,JIWA,2016
561,32,JAWA BARAT,3205,KABUPATEN GARUT,MENDERITA,2685,JIWA,2016
562,32,JAWA BARAT,3205,KABUPATEN GARUT,HILANG,19,JIWA,2016
563,32,JAWA BARAT,3205,KABUPATEN GARUT,MENINGGAL DUNIA,38,JIWA,2016
564,32,JAWA BARAT,3205,KABUPATEN GARUT,LUKA-LUKA,35,JIWA,2016
565,32,JAWA BARAT,3205,KABUPATEN GARUT,MENGUNGSI,3157,JIWA,2016
566,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MENDERITA,2914,JIWA,2016
567,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,HILANG,0,JIWA,2016
568,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MENINGGAL DUNIA,1,JIWA,2016
569,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,LUKA-LUKA,9,JIWA,2016
570,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MENGUNGSI,77,JIWA,2016
571,32,JAWA BARAT,3207,KABUPATEN CIAMIS,MENDERITA,246,JIWA,2016
572,32,JAWA BARAT,3207,KABUPATEN CIAMIS,HILANG,0,JIWA,2016
